time,avg,max,med,min,q25,q75,std,num_peaks,peak_prominence,peak_distance,exercise,pace,sensor_type
2024-12-11 07:41:06,"0   -0.143003
Name: avg, dtype: float64","0    0.483717
Name: max, dtype: float64","0   -0.183229
Name: med, dtype: float64","0   -0.501273
Name: min, dtype: float64","0   -0.293414
Name: q25, dtype: float64","0    0.009979
Name: q75, dtype: float64","0    0.22546
Name: std, dtype: float64","0    55.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    68.037037
Name: peak_distance, dtype: float64",exercise 1,incorrect,gyroscope
2024-12-11 07:41:10,"0   -0.18518
Name: avg, dtype: float64","0    0.433574
Name: max, dtype: float64","0   -0.201294
Name: med, dtype: float64","0   -0.515542
Name: min, dtype: float64","0   -0.319475
Name: q25, dtype: float64","0   -0.069413
Name: q75, dtype: float64","0    0.205639
Name: std, dtype: float64","0    55.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    68.037037
Name: peak_distance, dtype: float64",exercise 1,incorrect,gyroscope
2024-12-11 07:41:14,"0   -0.367886
Name: avg, dtype: float64","0    0.328645
Name: max, dtype: float64","0   -0.397363
Name: med, dtype: float64","0   -0.537222
Name: min, dtype: float64","0   -0.481138
Name: q25, dtype: float64","0   -0.307923
Name: q75, dtype: float64","0    0.15211
Name: std, dtype: float64","0    55.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    68.037037
Name: peak_distance, dtype: float64",exercise 1,incorrect,gyroscope
2024-12-11 07:41:18,"0    0.207649
Name: avg, dtype: float64","0    0.999268
Name: max, dtype: float64","0    0.182503
Name: med, dtype: float64","0   -0.455944
Name: min, dtype: float64","0   -0.159495
Name: q25, dtype: float64","0    0.570686
Name: q75, dtype: float64","0    0.414771
Name: std, dtype: float64","0    55.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    68.037037
Name: peak_distance, dtype: float64",exercise 1,incorrect,gyroscope
2024-12-11 07:41:22,"0   -0.195522
Name: avg, dtype: float64","0    0.031136
Name: max, dtype: float64","0   -0.141022
Name: med, dtype: float64","0   -0.557409
Name: min, dtype: float64","0   -0.34136
Name: q25, dtype: float64","0   -0.052495
Name: q75, dtype: float64","0    0.174249
Name: std, dtype: float64","0    55.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    68.037037
Name: peak_distance, dtype: float64",exercise 1,incorrect,gyroscope
2024-12-11 07:41:26,"0   -0.247825
Name: avg, dtype: float64","0   -0.034394
Name: max, dtype: float64","0   -0.248897
Name: med, dtype: float64","0   -0.42712
Name: min, dtype: float64","0   -0.332291
Name: q25, dtype: float64","0   -0.169041
Name: q75, dtype: float64","0    0.098508
Name: std, dtype: float64","0    55.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    68.037037
Name: peak_distance, dtype: float64",exercise 1,incorrect,gyroscope
2024-12-11 07:41:30,"0   -0.245857
Name: avg, dtype: float64","0    0.127466
Name: max, dtype: float64","0   -0.225198
Name: med, dtype: float64","0   -0.570168
Name: min, dtype: float64","0   -0.414472
Name: q25, dtype: float64","0   -0.116273
Name: q75, dtype: float64","0    0.179823
Name: std, dtype: float64","0    55.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    68.037037
Name: peak_distance, dtype: float64",exercise 1,incorrect,gyroscope
2024-12-11 07:41:36,"0   -0.474556
Name: avg, dtype: float64","0   -0.103683
Name: max, dtype: float64","0   -0.507138
Name: med, dtype: float64","0   -0.605541
Name: min, dtype: float64","0   -0.569692
Name: q25, dtype: float64","0   -0.428188
Name: q75, dtype: float64","0    0.12945
Name: std, dtype: float64","0    55.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    68.037037
Name: peak_distance, dtype: float64",exercise 1,incorrect,gyroscope
2024-12-09 13:39:38,"0   -0.006162
Name: avg, dtype: float64","0    0.330022
Name: max, dtype: float64","0   -0.045187
Name: med, dtype: float64","0   -0.159124
Name: min, dtype: float64","0   -0.077536
Name: q25, dtype: float64","0    0.017566
Name: q75, dtype: float64","0    0.113174
Name: std, dtype: float64","0    77.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    39.960526
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-09 13:39:40,"0   -0.070588
Name: avg, dtype: float64","0    0.09319
Name: max, dtype: float64","0   -0.075518
Name: med, dtype: float64","0   -0.166461
Name: min, dtype: float64","0   -0.1274
Name: q25, dtype: float64","0   -0.018666
Name: q75, dtype: float64","0    0.064407
Name: std, dtype: float64","0    77.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    39.960526
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-09 13:39:42,"0    0.036082
Name: avg, dtype: float64","0    0.475341
Name: max, dtype: float64","0    0.01085
Name: med, dtype: float64","0   -0.264052
Name: min, dtype: float64","0   -0.177699
Name: q25, dtype: float64","0    0.210666
Name: q75, dtype: float64","0    0.215036
Name: std, dtype: float64","0    77.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    39.960526
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-09 13:39:44,"0   -0.080013
Name: avg, dtype: float64","0    0.116616
Name: max, dtype: float64","0   -0.08465
Name: med, dtype: float64","0   -0.243618
Name: min, dtype: float64","0   -0.154817
Name: q25, dtype: float64","0   -0.019705
Name: q75, dtype: float64","0    0.091376
Name: std, dtype: float64","0    77.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    39.960526
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-09 13:39:46,"0   -0.007391
Name: avg, dtype: float64","0    0.384142
Name: max, dtype: float64","0   -0.039984
Name: med, dtype: float64","0   -0.19889
Name: min, dtype: float64","0   -0.103129
Name: q25, dtype: float64","0    0.048356
Name: q75, dtype: float64","0    0.136725
Name: std, dtype: float64","0    77.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    39.960526
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-09 13:39:48,"0   -0.207864
Name: avg, dtype: float64","0   -0.11052
Name: max, dtype: float64","0   -0.22621
Name: med, dtype: float64","0   -0.286884
Name: min, dtype: float64","0   -0.246938
Name: q25, dtype: float64","0   -0.161887
Name: q75, dtype: float64","0    0.050036
Name: std, dtype: float64","0    77.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    39.960526
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-09 13:39:50,"0    0.007872
Name: avg, dtype: float64","0    0.40445
Name: max, dtype: float64","0    0.006398
Name: med, dtype: float64","0   -0.202964
Name: min, dtype: float64","0   -0.098739
Name: q25, dtype: float64","0    0.064135
Name: q75, dtype: float64","0    0.143063
Name: std, dtype: float64","0    77.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    39.960526
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-09 13:39:52,"0   -0.034009
Name: avg, dtype: float64","0    0.335689
Name: max, dtype: float64","0   -0.041239
Name: med, dtype: float64","0   -0.214768
Name: min, dtype: float64","0   -0.099808
Name: q25, dtype: float64","0    0.010529
Name: q75, dtype: float64","0    0.103525
Name: std, dtype: float64","0    77.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    39.960526
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-09 13:39:54,"0   -0.122786
Name: avg, dtype: float64","0    0.119956
Name: max, dtype: float64","0   -0.143327
Name: med, dtype: float64","0   -0.260337
Name: min, dtype: float64","0   -0.179379
Name: q25, dtype: float64","0   -0.078572
Name: q75, dtype: float64","0    0.084815
Name: std, dtype: float64","0    77.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    39.960526
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-09 13:39:56,"0   -0.009857
Name: avg, dtype: float64","0    0.435995
Name: max, dtype: float64","0   -0.071704
Name: med, dtype: float64","0   -0.271862
Name: min, dtype: float64","0   -0.149362
Name: q25, dtype: float64","0    0.113574
Name: q75, dtype: float64","0    0.18237
Name: std, dtype: float64","0    77.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    39.960526
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-09 13:39:58,"0    0.106684
Name: avg, dtype: float64","0    0.474755
Name: max, dtype: float64","0    0.098765
Name: med, dtype: float64","0   -0.112447
Name: min, dtype: float64","0    0.000594
Name: q25, dtype: float64","0    0.177758
Name: q75, dtype: float64","0    0.134316
Name: std, dtype: float64","0    77.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    39.960526
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-09 13:40:00,"0   -0.059282
Name: avg, dtype: float64","0    0.298085
Name: max, dtype: float64","0   -0.104418
Name: med, dtype: float64","0   -0.276297
Name: min, dtype: float64","0   -0.178852
Name: q25, dtype: float64","0    0.030028
Name: q75, dtype: float64","0    0.153343
Name: std, dtype: float64","0    77.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    39.960526
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-09 13:40:02,"0    0.211893
Name: avg, dtype: float64","0    0.526756
Name: max, dtype: float64","0    0.198366
Name: med, dtype: float64","0   -0.164906
Name: min, dtype: float64","0    0.087931
Name: q25, dtype: float64","0    0.365388
Name: q75, dtype: float64","0    0.174246
Name: std, dtype: float64","0    77.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    39.960526
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-09 13:40:04,"0    0.035757
Name: avg, dtype: float64","0    0.496192
Name: max, dtype: float64","0    0.007177
Name: med, dtype: float64","0   -0.18129
Name: min, dtype: float64","0   -0.051369
Name: q25, dtype: float64","0    0.099232
Name: q75, dtype: float64","0    0.148223
Name: std, dtype: float64","0    77.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    39.960526
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-09 13:39:38,"0   -0.098204
Name: avg, dtype: float64","0    0.291388
Name: max, dtype: float64","0   -0.098509
Name: med, dtype: float64","0   -0.327286
Name: min, dtype: float64","0   -0.265457
Name: q25, dtype: float64","0    0.039273
Name: q75, dtype: float64","0    0.17211
Name: std, dtype: float64","0    47.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    64.956522
Name: peak_distance, dtype: float64",exercise 2,correct,gyroscope
2024-12-09 13:39:42,"0    0.150466
Name: avg, dtype: float64","0    0.982104
Name: max, dtype: float64","0    0.071603
Name: med, dtype: float64","0   -0.302141
Name: min, dtype: float64","0   -0.202176
Name: q25, dtype: float64","0    0.378501
Name: q75, dtype: float64","0    0.391651
Name: std, dtype: float64","0    47.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    64.956522
Name: peak_distance, dtype: float64",exercise 2,correct,gyroscope
2024-12-09 13:39:46,"0    0.033882
Name: avg, dtype: float64","0    0.275466
Name: max, dtype: float64","0    0.023454
Name: med, dtype: float64","0   -0.195308
Name: min, dtype: float64","0   -0.0776
Name: q25, dtype: float64","0    0.141423
Name: q75, dtype: float64","0    0.121948
Name: std, dtype: float64","0    47.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    64.956522
Name: peak_distance, dtype: float64",exercise 2,correct,gyroscope
2024-12-09 13:39:50,"0    0.11208
Name: avg, dtype: float64","0    0.374349
Name: max, dtype: float64","0    0.121913
Name: med, dtype: float64","0   -0.288613
Name: min, dtype: float64","0    0.047734
Name: q25, dtype: float64","0    0.225942
Name: q75, dtype: float64","0    0.158226
Name: std, dtype: float64","0    47.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    64.956522
Name: peak_distance, dtype: float64",exercise 2,correct,gyroscope
2024-12-09 13:39:54,"0   -0.063293
Name: avg, dtype: float64","0    0.167211
Name: max, dtype: float64","0   -0.09225
Name: med, dtype: float64","0   -0.247035
Name: min, dtype: float64","0   -0.168508
Name: q25, dtype: float64","0    0.030479
Name: q75, dtype: float64","0    0.112641
Name: std, dtype: float64","0    47.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    64.956522
Name: peak_distance, dtype: float64",exercise 2,correct,gyroscope
2024-12-09 13:39:58,"0    0.034858
Name: avg, dtype: float64","0    0.395223
Name: max, dtype: float64","0    0.060463
Name: med, dtype: float64","0   -0.332588
Name: min, dtype: float64","0   -0.160264
Name: q25, dtype: float64","0    0.238266
Name: q75, dtype: float64","0    0.224286
Name: std, dtype: float64","0    47.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    64.956522
Name: peak_distance, dtype: float64",exercise 2,correct,gyroscope
2024-12-09 13:40:02,"0    0.235509
Name: avg, dtype: float64","0    0.647268
Name: max, dtype: float64","0    0.252067
Name: med, dtype: float64","0   -0.297443
Name: min, dtype: float64","0    0.05415
Name: q25, dtype: float64","0    0.489822
Name: q75, dtype: float64","0    0.285908
Name: std, dtype: float64","0    47.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    64.956522
Name: peak_distance, dtype: float64",exercise 2,correct,gyroscope
2024-12-10 17:20:18,"0   -0.249292
Name: avg, dtype: float64","0    0.349008
Name: max, dtype: float64","0   -0.323374
Name: med, dtype: float64","0   -0.348585
Name: min, dtype: float64","0   -0.334198
Name: q25, dtype: float64","0   -0.279404
Name: q75, dtype: float64","0    0.167358
Name: std, dtype: float64","0    43.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    95.761905
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-10 17:20:20,"0   -0.271394
Name: avg, dtype: float64","0    0.185945
Name: max, dtype: float64","0   -0.330191
Name: med, dtype: float64","0   -0.354108
Name: min, dtype: float64","0   -0.340009
Name: q25, dtype: float64","0   -0.289807
Name: q75, dtype: float64","0    0.129909
Name: std, dtype: float64","0    43.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    95.761905
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-10 17:20:22,"0   -0.141436
Name: avg, dtype: float64","0    0.152292
Name: max, dtype: float64","0   -0.164503
Name: med, dtype: float64","0   -0.276897
Name: min, dtype: float64","0   -0.208174
Name: q25, dtype: float64","0   -0.095403
Name: q75, dtype: float64","0    0.096883
Name: std, dtype: float64","0    43.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    95.761905
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-10 17:20:24,"0   -0.135229
Name: avg, dtype: float64","0    0.261331
Name: max, dtype: float64","0   -0.187844
Name: med, dtype: float64","0   -0.318186
Name: min, dtype: float64","0   -0.247804
Name: q25, dtype: float64","0   -0.053781
Name: q75, dtype: float64","0    0.154414
Name: std, dtype: float64","0    43.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    95.761905
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-10 17:20:26,"0   -0.16443
Name: avg, dtype: float64","0    0.002714
Name: max, dtype: float64","0   -0.173247
Name: med, dtype: float64","0   -0.306773
Name: min, dtype: float64","0   -0.229372
Name: q25, dtype: float64","0   -0.097338
Name: q75, dtype: float64","0    0.085861
Name: std, dtype: float64","0    43.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    95.761905
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-10 17:20:28,"0   -0.170472
Name: avg, dtype: float64","0    0.044025
Name: max, dtype: float64","0   -0.178826
Name: med, dtype: float64","0   -0.307672
Name: min, dtype: float64","0   -0.24355
Name: q25, dtype: float64","0   -0.122352
Name: q75, dtype: float64","0    0.09202
Name: std, dtype: float64","0    43.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    95.761905
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-10 17:20:30,"0   -0.076252
Name: avg, dtype: float64","0    0.511991
Name: max, dtype: float64","0   -0.101796
Name: med, dtype: float64","0   -0.249508
Name: min, dtype: float64","0   -0.171099
Name: q25, dtype: float64","0   -0.064713
Name: q75, dtype: float64","0    0.154218
Name: std, dtype: float64","0    43.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    95.761905
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-10 17:20:32,"0   -0.268378
Name: avg, dtype: float64","0    0.402221
Name: max, dtype: float64","0   -0.315137
Name: med, dtype: float64","0   -0.347791
Name: min, dtype: float64","0   -0.331585
Name: q25, dtype: float64","0   -0.234818
Name: q75, dtype: float64","0    0.11358
Name: std, dtype: float64","0    43.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    95.761905
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-10 17:20:34,"0    0.017837
Name: avg, dtype: float64","0    0.681171
Name: max, dtype: float64","0   -0.049747
Name: med, dtype: float64","0   -0.238769
Name: min, dtype: float64","0   -0.126762
Name: q25, dtype: float64","0    0.124647
Name: q75, dtype: float64","0    0.212044
Name: std, dtype: float64","0    43.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    95.761905
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-10 17:20:36,"0   -0.157306
Name: avg, dtype: float64","0    0.178295
Name: max, dtype: float64","0   -0.191534
Name: med, dtype: float64","0   -0.329037
Name: min, dtype: float64","0   -0.236748
Name: q25, dtype: float64","0   -0.094961
Name: q75, dtype: float64","0    0.114386
Name: std, dtype: float64","0    43.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    95.761905
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-10 17:20:38,"0   -0.226245
Name: avg, dtype: float64","0   -0.094344
Name: max, dtype: float64","0   -0.24937
Name: med, dtype: float64","0   -0.319486
Name: min, dtype: float64","0   -0.279061
Name: q25, dtype: float64","0   -0.166155
Name: q75, dtype: float64","0    0.064284
Name: std, dtype: float64","0    43.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    95.761905
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-10 17:20:40,"0   -0.213853
Name: avg, dtype: float64","0   -0.07379
Name: max, dtype: float64","0   -0.222352
Name: med, dtype: float64","0   -0.310947
Name: min, dtype: float64","0   -0.258275
Name: q25, dtype: float64","0   -0.172585
Name: q75, dtype: float64","0    0.056655
Name: std, dtype: float64","0    43.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    95.761905
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-10 17:20:42,"0   -0.213582
Name: avg, dtype: float64","0    0.31947
Name: max, dtype: float64","0   -0.287064
Name: med, dtype: float64","0   -0.343912
Name: min, dtype: float64","0   -0.322679
Name: q25, dtype: float64","0   -0.147712
Name: q75, dtype: float64","0    0.156474
Name: std, dtype: float64","0    43.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    95.761905
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-10 17:20:44,"0   -0.112352
Name: avg, dtype: float64","0    0.092811
Name: max, dtype: float64","0   -0.127776
Name: med, dtype: float64","0   -0.213892
Name: min, dtype: float64","0   -0.172601
Name: q25, dtype: float64","0   -0.059464
Name: q75, dtype: float64","0    0.07495
Name: std, dtype: float64","0    43.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    95.761905
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-10 17:20:46,"0   -0.191399
Name: avg, dtype: float64","0    0.156737
Name: max, dtype: float64","0   -0.236407
Name: med, dtype: float64","0   -0.337833
Name: min, dtype: float64","0   -0.297135
Name: q25, dtype: float64","0   -0.129234
Name: q75, dtype: float64","0    0.137944
Name: std, dtype: float64","0    43.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    95.761905
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-10 17:20:48,"0   -0.250097
Name: avg, dtype: float64","0   -0.080283
Name: max, dtype: float64","0   -0.276933
Name: med, dtype: float64","0   -0.32964
Name: min, dtype: float64","0   -0.302266
Name: q25, dtype: float64","0   -0.200315
Name: q75, dtype: float64","0    0.067076
Name: std, dtype: float64","0    43.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    95.761905
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-10 17:20:50,"0   -0.135774
Name: avg, dtype: float64","0    0.173074
Name: max, dtype: float64","0   -0.15702
Name: med, dtype: float64","0   -0.318827
Name: min, dtype: float64","0   -0.21117
Name: q25, dtype: float64","0   -0.069779
Name: q75, dtype: float64","0    0.105091
Name: std, dtype: float64","0    43.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    95.761905
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-10 17:20:52,"0   -0.134284
Name: avg, dtype: float64","0    0.168691
Name: max, dtype: float64","0   -0.159076
Name: med, dtype: float64","0   -0.268733
Name: min, dtype: float64","0   -0.214538
Name: q25, dtype: float64","0   -0.097477
Name: q75, dtype: float64","0    0.102563
Name: std, dtype: float64","0    43.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    95.761905
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-10 17:20:54,"0    0.487186
Name: avg, dtype: float64","0    3.850943
Name: max, dtype: float64","0   -0.062548
Name: med, dtype: float64","0   -0.313392
Name: min, dtype: float64","0   -0.249353
Name: q25, dtype: float64","0    0.936855
Name: q75, dtype: float64","0    1.092736
Name: std, dtype: float64","0    43.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    95.761905
Name: peak_distance, dtype: float64",exercise 2,correct,accelerometer
2024-12-10 17:20:18,"0   -0.343633
Name: avg, dtype: float64","0   -0.093715
Name: max, dtype: float64","0   -0.380494
Name: med, dtype: float64","0   -0.394953
Name: min, dtype: float64","0   -0.386895
Name: q25, dtype: float64","0   -0.3578
Name: q75, dtype: float64","0    0.083986
Name: std, dtype: float64","0    44.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    93.27907
Name: peak_distance, dtype: float64",exercise 2,correct,gyroscope
2024-12-10 17:20:20,"0   -0.316159
Name: avg, dtype: float64","0    0.093235
Name: max, dtype: float64","0   -0.388017
Name: med, dtype: float64","0   -0.400191
Name: min, dtype: float64","0   -0.392525
Name: q25, dtype: float64","0   -0.332025
Name: q75, dtype: float64","0    0.145113
Name: std, dtype: float64","0    44.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    93.27907
Name: peak_distance, dtype: float64",exercise 2,correct,gyroscope
2024-12-10 17:20:22,"0    0.109881
Name: avg, dtype: float64","0    0.307699
Name: max, dtype: float64","0    0.129859
Name: med, dtype: float64","0   -0.162685
Name: min, dtype: float64","0    0.058851
Name: q25, dtype: float64","0    0.164903
Name: q75, dtype: float64","0    0.102043
Name: std, dtype: float64","0    44.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    93.27907
Name: peak_distance, dtype: float64",exercise 2,correct,gyroscope
2024-12-10 17:20:24,"0   -0.215116
Name: avg, dtype: float64","0    0.123724
Name: max, dtype: float64","0   -0.256515
Name: med, dtype: float64","0   -0.350402
Name: min, dtype: float64","0   -0.313914
Name: q25, dtype: float64","0   -0.133884
Name: q75, dtype: float64","0    0.119377
Name: std, dtype: float64","0    44.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    93.27907
Name: peak_distance, dtype: float64",exercise 2,correct,gyroscope
2024-12-10 17:20:26,"0   -0.230033
Name: avg, dtype: float64","0    0.020688
Name: max, dtype: float64","0   -0.255591
Name: med, dtype: float64","0   -0.358515
Name: min, dtype: float64","0   -0.291018
Name: q25, dtype: float64","0   -0.179182
Name: q75, dtype: float64","0    0.088239
Name: std, dtype: float64","0    44.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    93.27907
Name: peak_distance, dtype: float64",exercise 2,correct,gyroscope
2024-12-10 17:20:28,"0   -0.166817
Name: avg, dtype: float64","0    0.343215
Name: max, dtype: float64","0   -0.258677
Name: med, dtype: float64","0   -0.364467
Name: min, dtype: float64","0   -0.328961
Name: q25, dtype: float64","0   -0.023423
Name: q75, dtype: float64","0    0.217364
Name: std, dtype: float64","0    44.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    93.27907
Name: peak_distance, dtype: float64",exercise 2,correct,gyroscope
2024-12-10 17:20:30,"0    0.105404
Name: avg, dtype: float64","0    0.387453
Name: max, dtype: float64","0    0.102558
Name: med, dtype: float64","0   -0.225386
Name: min, dtype: float64","0    0.023807
Name: q25, dtype: float64","0    0.205634
Name: q75, dtype: float64","0    0.149319
Name: std, dtype: float64","0    44.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    93.27907
Name: peak_distance, dtype: float64",exercise 2,correct,gyroscope
2024-12-10 17:20:32,"0   -0.350791
Name: avg, dtype: float64","0   -0.078282
Name: max, dtype: float64","0   -0.380008
Name: med, dtype: float64","0   -0.397746
Name: min, dtype: float64","0   -0.393088
Name: q25, dtype: float64","0   -0.337392
Name: q75, dtype: float64","0    0.071645
Name: std, dtype: float64","0    44.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    93.27907
Name: peak_distance, dtype: float64",exercise 2,correct,gyroscope
2024-12-10 17:20:34,"0    0.135717
Name: avg, dtype: float64","0    0.711616
Name: max, dtype: float64","0    0.067149
Name: med, dtype: float64","0   -0.21905
Name: min, dtype: float64","0   -0.006724
Name: q25, dtype: float64","0    0.217648
Name: q75, dtype: float64","0    0.236413
Name: std, dtype: float64","0    44.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    93.27907
Name: peak_distance, dtype: float64",exercise 2,correct,gyroscope
2024-12-10 17:20:36,"0   -0.270913
Name: avg, dtype: float64","0   -0.004828
Name: max, dtype: float64","0   -0.297678
Name: med, dtype: float64","0   -0.357171
Name: min, dtype: float64","0   -0.327644
Name: q25, dtype: float64","0   -0.255798
Name: q75, dtype: float64","0    0.089226
Name: std, dtype: float64","0    44.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    93.27907
Name: peak_distance, dtype: float64",exercise 2,correct,gyroscope
