time,avg,max,med,min,q25,q75,std,num_peaks,peak_prominence,peak_distance,exercise,pace,sensor_type
2024-12-10 17:23:16,"0   -0.310478
Name: avg, dtype: float64","0    0.607279
Name: max, dtype: float64","0   -0.488844
Name: med, dtype: float64","0   -0.674305
Name: min, dtype: float64","0   -0.610976
Name: q25, dtype: float64","0   -0.099217
Name: q75, dtype: float64","0    0.378322
Name: std, dtype: float64","0    34.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    78.181818
Name: peak_distance, dtype: float64",exercise 3,correct,gyroscope
2024-12-10 17:23:18,"0    0.040953
Name: avg, dtype: float64","0    0.896024
Name: max, dtype: float64","0    0.066313
Name: med, dtype: float64","0   -0.672591
Name: min, dtype: float64","0   -0.471883
Name: q25, dtype: float64","0    0.534367
Name: q75, dtype: float64","0    0.526919
Name: std, dtype: float64","0    34.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    78.181818
Name: peak_distance, dtype: float64",exercise 3,correct,gyroscope
2024-12-10 17:23:20,"0    0.187585
Name: avg, dtype: float64","0    1.470485
Name: max, dtype: float64","0    0.030616
Name: med, dtype: float64","0   -0.49669
Name: min, dtype: float64","0   -0.272668
Name: q25, dtype: float64","0    0.594485
Name: q75, dtype: float64","0    0.544597
Name: std, dtype: float64","0    34.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    78.181818
Name: peak_distance, dtype: float64",exercise 3,correct,gyroscope
2024-12-10 17:23:22,"0   -0.009632
Name: avg, dtype: float64","0    0.947244
Name: max, dtype: float64","0   -0.170754
Name: med, dtype: float64","0   -0.614142
Name: min, dtype: float64","0   -0.474081
Name: q25, dtype: float64","0    0.424312
Name: q75, dtype: float64","0    0.507197
Name: std, dtype: float64","0    34.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    78.181818
Name: peak_distance, dtype: float64",exercise 3,correct,gyroscope
2024-12-10 17:23:24,"0    0.034653
Name: avg, dtype: float64","0    0.608732
Name: max, dtype: float64","0    0.092175
Name: med, dtype: float64","0   -0.648114
Name: min, dtype: float64","0   -0.243947
Name: q25, dtype: float64","0    0.37054
Name: q75, dtype: float64","0    0.378946
Name: std, dtype: float64","0    34.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    78.181818
Name: peak_distance, dtype: float64",exercise 3,correct,gyroscope
2024-12-10 17:23:26,"0    0.108021
Name: avg, dtype: float64","0    0.711363
Name: max, dtype: float64","0    0.145482
Name: med, dtype: float64","0   -0.435953
Name: min, dtype: float64","0   -0.279424
Name: q25, dtype: float64","0    0.422072
Name: q75, dtype: float64","0    0.357276
Name: std, dtype: float64","0    34.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    78.181818
Name: peak_distance, dtype: float64",exercise 3,correct,gyroscope
2024-12-10 17:23:28,"0   -0.070639
Name: avg, dtype: float64","0    0.57978
Name: max, dtype: float64","0   -0.046323
Name: med, dtype: float64","0   -0.635352
Name: min, dtype: float64","0   -0.501445
Name: q25, dtype: float64","0    0.244734
Name: q75, dtype: float64","0    0.412227
Name: std, dtype: float64","0    34.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    78.181818
Name: peak_distance, dtype: float64",exercise 3,correct,gyroscope
2024-12-11 07:31:12,"0    1.357079
Name: avg, dtype: float64","0    7.307614
Name: max, dtype: float64","0    1.330653
Name: med, dtype: float64","0   -0.429634
Name: min, dtype: float64","0   -0.13543
Name: q25, dtype: float64","0    2.134571
Name: q75, dtype: float64","0    1.57445
Name: std, dtype: float64","0    32.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    135.677419
Name: peak_distance, dtype: float64",exercise 3,correct,accelerometer
2024-12-11 07:31:16,"0   -0.213907
Name: avg, dtype: float64","0    0.401271
Name: max, dtype: float64","0   -0.25467
Name: med, dtype: float64","0   -0.465712
Name: min, dtype: float64","0   -0.416175
Name: q25, dtype: float64","0   -0.049506
Name: q75, dtype: float64","0    0.22578
Name: std, dtype: float64","0    32.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    135.677419
Name: peak_distance, dtype: float64",exercise 3,correct,accelerometer
2024-12-11 07:31:20,"0   -0.244302
Name: avg, dtype: float64","0   -0.061365
Name: max, dtype: float64","0   -0.24351
Name: med, dtype: float64","0   -0.396512
Name: min, dtype: float64","0   -0.285162
Name: q25, dtype: float64","0   -0.204055
Name: q75, dtype: float64","0    0.06604
Name: std, dtype: float64","0    32.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    135.677419
Name: peak_distance, dtype: float64",exercise 3,correct,accelerometer
2024-12-11 07:31:24,"0   -0.33328
Name: avg, dtype: float64","0   -0.020764
Name: max, dtype: float64","0   -0.365198
Name: med, dtype: float64","0   -0.465741
Name: min, dtype: float64","0   -0.411099
Name: q25, dtype: float64","0   -0.274804
Name: q75, dtype: float64","0    0.10404
Name: std, dtype: float64","0    32.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    135.677419
Name: peak_distance, dtype: float64",exercise 3,correct,accelerometer
2024-12-11 07:31:30,"0   -0.306496
Name: avg, dtype: float64","0   -0.128409
Name: max, dtype: float64","0   -0.315578
Name: med, dtype: float64","0   -0.439485
Name: min, dtype: float64","0   -0.36474
Name: q25, dtype: float64","0   -0.243518
Name: q75, dtype: float64","0    0.073632
Name: std, dtype: float64","0    32.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    135.677419
Name: peak_distance, dtype: float64",exercise 3,correct,accelerometer
2024-12-11 07:31:34,"0   -0.319134
Name: avg, dtype: float64","0   -0.134873
Name: max, dtype: float64","0   -0.32673
Name: med, dtype: float64","0   -0.403998
Name: min, dtype: float64","0   -0.368205
Name: q25, dtype: float64","0   -0.282322
Name: q75, dtype: float64","0    0.062367
Name: std, dtype: float64","0    32.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    135.677419
Name: peak_distance, dtype: float64",exercise 3,correct,accelerometer
2024-12-11 07:31:38,"0   -0.289381
Name: avg, dtype: float64","0   -0.045282
Name: max, dtype: float64","0   -0.286056
Name: med, dtype: float64","0   -0.451408
Name: min, dtype: float64","0   -0.36508
Name: q25, dtype: float64","0   -0.24815
Name: q75, dtype: float64","0    0.097563
Name: std, dtype: float64","0    32.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    135.677419
Name: peak_distance, dtype: float64",exercise 3,correct,accelerometer
2024-12-11 07:31:42,"0   -0.261168
Name: avg, dtype: float64","0   -0.026981
Name: max, dtype: float64","0   -0.287998
Name: med, dtype: float64","0   -0.412275
Name: min, dtype: float64","0   -0.343043
Name: q25, dtype: float64","0   -0.190367
Name: q75, dtype: float64","0    0.102329
Name: std, dtype: float64","0    32.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    135.677419
Name: peak_distance, dtype: float64",exercise 3,correct,accelerometer
2024-12-11 07:31:46,"0   -0.256287
Name: avg, dtype: float64","0   -0.105477
Name: max, dtype: float64","0   -0.279645
Name: med, dtype: float64","0   -0.421356
Name: min, dtype: float64","0   -0.312775
Name: q25, dtype: float64","0   -0.200778
Name: q75, dtype: float64","0    0.079699
Name: std, dtype: float64","0    32.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    135.677419
Name: peak_distance, dtype: float64",exercise 3,correct,accelerometer
2024-12-11 07:31:12,"0    0.794168
Name: avg, dtype: float64","0    3.665798
Name: max, dtype: float64","0    0.422244
Name: med, dtype: float64","0   -0.363061
Name: min, dtype: float64","0   -0.132164
Name: q25, dtype: float64","0    1.380247
Name: q75, dtype: float64","0    1.132576
Name: std, dtype: float64","0    22.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    200.857143
Name: peak_distance, dtype: float64",exercise 3,correct,gyroscope
2024-12-11 07:31:16,"0   -0.252781
Name: avg, dtype: float64","0   -0.015887
Name: max, dtype: float64","0   -0.297182
Name: med, dtype: float64","0   -0.351449
Name: min, dtype: float64","0   -0.330733
Name: q25, dtype: float64","0   -0.167136
Name: q75, dtype: float64","0    0.09547
Name: std, dtype: float64","0    22.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    200.857143
Name: peak_distance, dtype: float64",exercise 3,correct,gyroscope
2024-12-11 07:31:20,"0   -0.232979
Name: avg, dtype: float64","0   -0.106744
Name: max, dtype: float64","0   -0.243852
Name: med, dtype: float64","0   -0.349213
Name: min, dtype: float64","0   -0.274095
Name: q25, dtype: float64","0   -0.174913
Name: q75, dtype: float64","0    0.0656
Name: std, dtype: float64","0    22.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    200.857143
Name: peak_distance, dtype: float64",exercise 3,correct,gyroscope
2024-12-11 07:31:24,"0   -0.296755
Name: avg, dtype: float64","0   -0.189297
Name: max, dtype: float64","0   -0.298851
Name: med, dtype: float64","0   -0.35074
Name: min, dtype: float64","0   -0.320264
Name: q25, dtype: float64","0   -0.277385
Name: q75, dtype: float64","0    0.032686
Name: std, dtype: float64","0    22.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    200.857143
Name: peak_distance, dtype: float64",exercise 3,correct,gyroscope
2024-12-11 07:31:30,"0   -0.275893
Name: avg, dtype: float64","0   -0.222079
Name: max, dtype: float64","0   -0.268362
Name: med, dtype: float64","0   -0.351605
Name: min, dtype: float64","0   -0.299365
Name: q25, dtype: float64","0   -0.246676
Name: q75, dtype: float64","0    0.03694
Name: std, dtype: float64","0    22.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    200.857143
Name: peak_distance, dtype: float64",exercise 3,correct,gyroscope
2024-12-11 07:31:34,"0   -0.272826
Name: avg, dtype: float64","0   -0.168879
Name: max, dtype: float64","0   -0.300018
Name: med, dtype: float64","0   -0.34953
Name: min, dtype: float64","0   -0.322253
Name: q25, dtype: float64","0   -0.213066
Name: q75, dtype: float64","0    0.058139
Name: std, dtype: float64","0    22.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    200.857143
Name: peak_distance, dtype: float64",exercise 3,correct,gyroscope
2024-12-11 07:31:38,"0   -0.268957
Name: avg, dtype: float64","0   -0.157695
Name: max, dtype: float64","0   -0.280437
Name: med, dtype: float64","0   -0.340433
Name: min, dtype: float64","0   -0.31166
Name: q25, dtype: float64","0   -0.225075
Name: q75, dtype: float64","0    0.050451
Name: std, dtype: float64","0    22.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    200.857143
Name: peak_distance, dtype: float64",exercise 3,correct,gyroscope
2024-12-11 07:31:42,"0   -0.26119
Name: avg, dtype: float64","0   -0.172421
Name: max, dtype: float64","0   -0.260696
Name: med, dtype: float64","0   -0.34492
Name: min, dtype: float64","0   -0.304299
Name: q25, dtype: float64","0   -0.228235
Name: q75, dtype: float64","0    0.046854
Name: std, dtype: float64","0    22.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    200.857143
Name: peak_distance, dtype: float64",exercise 3,correct,gyroscope
2024-12-11 07:31:46,"0   -0.261607
Name: avg, dtype: float64","0   -0.148471
Name: max, dtype: float64","0   -0.271006
Name: med, dtype: float64","0   -0.360341
Name: min, dtype: float64","0   -0.305355
Name: q25, dtype: float64","0   -0.229678
Name: q75, dtype: float64","0    0.058666
Name: std, dtype: float64","0    22.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    200.857143
Name: peak_distance, dtype: float64",exercise 3,correct,gyroscope
2024-12-09 13:40:46,"0    0.143987
Name: avg, dtype: float64","0    2.117388
Name: max, dtype: float64","0    0.04597
Name: med, dtype: float64","0   -0.739284
Name: min, dtype: float64","0   -0.30114
Name: q25, dtype: float64","0    0.335321
Name: q75, dtype: float64","0    0.607457
Name: std, dtype: float64","0    80.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    37.240506
Name: peak_distance, dtype: float64",exercise 3,incorrect,accelerometer
2024-12-09 13:40:48,"0   -0.307734
Name: avg, dtype: float64","0    0.539665
Name: max, dtype: float64","0   -0.330863
Name: med, dtype: float64","0   -0.825854
Name: min, dtype: float64","0   -0.587201
Name: q25, dtype: float64","0   -0.078998
Name: q75, dtype: float64","0    0.321781
Name: std, dtype: float64","0    80.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    37.240506
Name: peak_distance, dtype: float64",exercise 3,incorrect,accelerometer
2024-12-09 13:40:50,"0   -0.070965
Name: avg, dtype: float64","0    0.778759
Name: max, dtype: float64","0   -0.08941
Name: med, dtype: float64","0   -0.955097
Name: min, dtype: float64","0   -0.333947
Name: q25, dtype: float64","0    0.15191
Name: q75, dtype: float64","0    0.378228
Name: std, dtype: float64","0    80.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    37.240506
Name: peak_distance, dtype: float64",exercise 3,incorrect,accelerometer
2024-12-09 13:40:52,"0   -0.192582
Name: avg, dtype: float64","0    0.621963
Name: max, dtype: float64","0   -0.200556
Name: med, dtype: float64","0   -0.910814
Name: min, dtype: float64","0   -0.473902
Name: q25, dtype: float64","0    0.080345
Name: q75, dtype: float64","0    0.372119
Name: std, dtype: float64","0    80.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    37.240506
Name: peak_distance, dtype: float64",exercise 3,incorrect,accelerometer
2024-12-09 13:40:54,"0   -0.065993
Name: avg, dtype: float64","0    0.850986
Name: max, dtype: float64","0   -0.071871
Name: med, dtype: float64","0   -0.618844
Name: min, dtype: float64","0   -0.337785
Name: q25, dtype: float64","0    0.153004
Name: q75, dtype: float64","0    0.342958
Name: std, dtype: float64","0    80.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    37.240506
Name: peak_distance, dtype: float64",exercise 3,incorrect,accelerometer
2024-12-09 13:40:56,"0    0.165904
Name: avg, dtype: float64","0    1.160873
Name: max, dtype: float64","0    0.067687
Name: med, dtype: float64","0   -0.688918
Name: min, dtype: float64","0   -0.227801
Name: q25, dtype: float64","0    0.525005
Name: q75, dtype: float64","0    0.502863
Name: std, dtype: float64","0    80.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    37.240506
Name: peak_distance, dtype: float64",exercise 3,incorrect,accelerometer
2024-12-09 13:40:58,"0   -0.208314
Name: avg, dtype: float64","0    0.612598
Name: max, dtype: float64","0   -0.317606
Name: med, dtype: float64","0   -0.648768
Name: min, dtype: float64","0   -0.434879
Name: q25, dtype: float64","0   -0.046769
Name: q75, dtype: float64","0    0.30287
Name: std, dtype: float64","0    80.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    37.240506
Name: peak_distance, dtype: float64",exercise 3,incorrect,accelerometer
2024-12-09 13:41:00,"0    0.241388
Name: avg, dtype: float64","0    1.70467
Name: max, dtype: float64","0    0.141828
Name: med, dtype: float64","0   -0.422633
Name: min, dtype: float64","0   -0.061758
Name: q25, dtype: float64","0    0.453586
Name: q75, dtype: float64","0    0.470981
Name: std, dtype: float64","0    80.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    37.240506
Name: peak_distance, dtype: float64",exercise 3,incorrect,accelerometer
2024-12-09 13:41:02,"0   -0.034813
Name: avg, dtype: float64","0    1.147244
Name: max, dtype: float64","0   -0.101409
Name: med, dtype: float64","0   -0.821519
Name: min, dtype: float64","0   -0.369724
Name: q25, dtype: float64","0    0.344047
Name: q75, dtype: float64","0    0.456775
Name: std, dtype: float64","0    80.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    37.240506
Name: peak_distance, dtype: float64",exercise 3,incorrect,accelerometer
2024-12-09 13:41:04,"0    0.210474
Name: avg, dtype: float64","0    1.260202
Name: max, dtype: float64","0    0.243029
Name: med, dtype: float64","0   -0.479364
Name: min, dtype: float64","0   -0.193475
Name: q25, dtype: float64","0    0.505506
Name: q75, dtype: float64","0    0.431485
Name: std, dtype: float64","0    80.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    37.240506
Name: peak_distance, dtype: float64",exercise 3,incorrect,accelerometer
2024-12-09 13:41:06,"0    0.045902
Name: avg, dtype: float64","0    1.404064
Name: max, dtype: float64","0   -0.107723
Name: med, dtype: float64","0   -0.675838
Name: min, dtype: float64","0   -0.403692
Name: q25, dtype: float64","0    0.420213
Name: q75, dtype: float64","0    0.539195
Name: std, dtype: float64","0    80.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    37.240506
Name: peak_distance, dtype: float64",exercise 3,incorrect,accelerometer
2024-12-09 13:41:08,"0    0.048816
Name: avg, dtype: float64","0    1.220745
Name: max, dtype: float64","0   -0.00614
Name: med, dtype: float64","0   -0.791896
Name: min, dtype: float64","0   -0.295611
Name: q25, dtype: float64","0    0.411728
Name: q75, dtype: float64","0    0.494035
Name: std, dtype: float64","0    80.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    37.240506
Name: peak_distance, dtype: float64",exercise 3,incorrect,accelerometer
2024-12-09 13:41:10,"0    0.226641
Name: avg, dtype: float64","0    1.696602
Name: max, dtype: float64","0    0.093066
Name: med, dtype: float64","0   -0.794176
Name: min, dtype: float64","0   -0.122796
Name: q25, dtype: float64","0    0.561946
Name: q75, dtype: float64","0    0.54423
Name: std, dtype: float64","0    80.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    37.240506
Name: peak_distance, dtype: float64",exercise 3,incorrect,accelerometer
2024-12-09 13:41:12,"0   -0.064185
Name: avg, dtype: float64","0    0.743005
Name: max, dtype: float64","0   -0.112081
Name: med, dtype: float64","0   -0.792746
Name: min, dtype: float64","0   -0.374447
Name: q25, dtype: float64","0    0.265176
Name: q75, dtype: float64","0    0.415792
Name: std, dtype: float64","0    80.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    37.240506
Name: peak_distance, dtype: float64",exercise 3,incorrect,accelerometer
2024-12-09 13:40:46,"0    0.266262
Name: avg, dtype: float64","0    1.998961
Name: max, dtype: float64","0    0.280052
Name: med, dtype: float64","0   -0.725485
Name: min, dtype: float64","0   -0.315673
Name: q25, dtype: float64","0    0.594578
Name: q75, dtype: float64","0    0.68544
Name: std, dtype: float64","0    54.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    54.490566
Name: peak_distance, dtype: float64",exercise 3,incorrect,gyroscope
2024-12-09 13:40:48,"0    0.008609
Name: avg, dtype: float64","0    0.965987
Name: max, dtype: float64","0   -0.072891
Name: med, dtype: float64","0   -0.944684
Name: min, dtype: float64","0   -0.328619
Name: q25, dtype: float64","0    0.392464
Name: q75, dtype: float64","0    0.487703
Name: std, dtype: float64","0    54.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    54.490566
Name: peak_distance, dtype: float64",exercise 3,incorrect,gyroscope
2024-12-09 13:40:50,"0    0.104002
Name: avg, dtype: float64","0    1.242044
Name: max, dtype: float64","0    0.125599
Name: med, dtype: float64","0   -1.02607
Name: min, dtype: float64","0   -0.15494
Name: q25, dtype: float64","0    0.485931
Name: q75, dtype: float64","0    0.532267
Name: std, dtype: float64","0    54.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    54.490566
Name: peak_distance, dtype: float64",exercise 3,incorrect,gyroscope
2024-12-09 13:40:52,"0   -0.083116
Name: avg, dtype: float64","0    1.094928
Name: max, dtype: float64","0   -0.1594
Name: med, dtype: float64","0   -1.074701
Name: min, dtype: float64","0   -0.500949
Name: q25, dtype: float64","0    0.22847
Name: q75, dtype: float64","0    0.545801
Name: std, dtype: float64","0    54.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    54.490566
Name: peak_distance, dtype: float64",exercise 3,incorrect,gyroscope
2024-12-09 13:40:54,"0   -0.000104
Name: avg, dtype: float64","0    1.848716
Name: max, dtype: float64","0   -0.075097
Name: med, dtype: float64","0   -1.082537
Name: min, dtype: float64","0   -0.417458
Name: q25, dtype: float64","0    0.206621
Name: q75, dtype: float64","0    0.685321
Name: std, dtype: float64","0    54.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    54.490566
Name: peak_distance, dtype: float64",exercise 3,incorrect,gyroscope
2024-12-09 13:40:56,"0    0.284672
Name: avg, dtype: float64","0    1.516753
Name: max, dtype: float64","0    0.30473
Name: med, dtype: float64","0   -0.888295
Name: min, dtype: float64","0   -0.117545
Name: q25, dtype: float64","0    0.669032
Name: q75, dtype: float64","0    0.589784
Name: std, dtype: float64","0    54.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    54.490566
Name: peak_distance, dtype: float64",exercise 3,incorrect,gyroscope
2024-12-09 13:40:58,"0   -0.011054
Name: avg, dtype: float64","0    1.015746
Name: max, dtype: float64","0    0.011775
Name: med, dtype: float64","0   -0.970714
Name: min, dtype: float64","0   -0.347593
Name: q25, dtype: float64","0    0.286941
Name: q75, dtype: float64","0    0.490669
Name: std, dtype: float64","0    54.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    54.490566
Name: peak_distance, dtype: float64",exercise 3,incorrect,gyroscope
2024-12-09 13:41:00,"0    0.143742
Name: avg, dtype: float64","0    1.603358
Name: max, dtype: float64","0    0.195668
Name: med, dtype: float64","0   -1.064489
Name: min, dtype: float64","0   -0.468007
Name: q25, dtype: float64","0    0.699992
Name: q75, dtype: float64","0    0.713532
Name: std, dtype: float64","0    54.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    54.490566
Name: peak_distance, dtype: float64",exercise 3,incorrect,gyroscope
2024-12-09 13:41:02,"0   -0.051374
Name: avg, dtype: float64","0    1.642356
Name: max, dtype: float64","0   -0.089085
Name: med, dtype: float64","0   -0.774969
Name: min, dtype: float64","0   -0.312201
Name: q25, dtype: float64","0    0.126958
Name: q75, dtype: float64","0    0.389432
Name: std, dtype: float64","0    54.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    54.490566
Name: peak_distance, dtype: float64",exercise 3,incorrect,gyroscope
2024-12-09 13:41:04,"0    0.033901
Name: avg, dtype: float64","0    1.70152
Name: max, dtype: float64","0   -0.087327
Name: med, dtype: float64","0   -1.100919
Name: min, dtype: float64","0   -0.422515
Name: q25, dtype: float64","0    0.196529
Name: q75, dtype: float64","0    0.706523
Name: std, dtype: float64","0    54.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    54.490566
Name: peak_distance, dtype: float64",exercise 3,incorrect,gyroscope
2024-12-09 13:41:06,"0    0.132489
Name: avg, dtype: float64","0    1.678108
Name: max, dtype: float64","0    0.060595
Name: med, dtype: float64","0   -0.746117
Name: min, dtype: float64","0   -0.384934
Name: q25, dtype: float64","0    0.459106
Name: q75, dtype: float64","0    0.647511
Name: std, dtype: float64","0    54.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    54.490566
Name: peak_distance, dtype: float64",exercise 3,incorrect,gyroscope
2024-12-09 13:41:08,"0   -0.12418
Name: avg, dtype: float64","0    1.174116
Name: max, dtype: float64","0   -0.13677
Name: med, dtype: float64","0   -0.91155
Name: min, dtype: float64","0   -0.423369
Name: q25, dtype: float64","0    0.118555
Name: q75, dtype: float64","0    0.521076
Name: std, dtype: float64","0    54.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    54.490566
Name: peak_distance, dtype: float64",exercise 3,incorrect,gyroscope
2024-12-09 13:41:10,"0   -0.094614
Name: avg, dtype: float64","0    1.262812
Name: max, dtype: float64","0   -0.175606
Name: med, dtype: float64","0   -0.95705
Name: min, dtype: float64","0   -0.651785
Name: q25, dtype: float64","0    0.41826
Name: q75, dtype: float64","0    0.618401
Name: std, dtype: float64","0    54.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    54.490566
Name: peak_distance, dtype: float64",exercise 3,incorrect,gyroscope
2024-12-09 13:41:12,"0   -0.190466
Name: avg, dtype: float64","0    0.58496
Name: max, dtype: float64","0   -0.197367
Name: med, dtype: float64","0   -1.077352
Name: min, dtype: float64","0   -0.56102
Name: q25, dtype: float64","0    0.170984
Name: q75, dtype: float64","0    0.476461
Name: std, dtype: float64","0    54.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    54.490566
Name: peak_distance, dtype: float64",exercise 3,incorrect,gyroscope
2024-12-10 17:23:54,"0    0.46611
Name: avg, dtype: float64","0    4.169564
Name: max, dtype: float64","0   -0.239139
Name: med, dtype: float64","0   -1.026906
Name: min, dtype: float64","0   -0.600952
Name: q25, dtype: float64","0    0.967617
Name: q75, dtype: float64","0    1.502166
Name: std, dtype: float64","0    74.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    39.452055
Name: peak_distance, dtype: float64",exercise 3,incorrect,accelerometer
2024-12-10 17:23:56,"0   -0.255267
Name: avg, dtype: float64","0    1.106353
Name: max, dtype: float64","0   -0.391059
Name: med, dtype: float64","0   -1.095949
Name: min, dtype: float64","0   -0.639952
Name: q25, dtype: float64","0    0.038826
Name: q75, dtype: float64","0    0.509425
Name: std, dtype: float64","0    74.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    39.452055
Name: peak_distance, dtype: float64",exercise 3,incorrect,accelerometer
2024-12-10 17:23:58,"0   -0.02598
Name: avg, dtype: float64","0    1.986051
Name: max, dtype: float64","0   -0.164685
Name: med, dtype: float64","0   -1.29448
Name: min, dtype: float64","0   -0.62585
Name: q25, dtype: float64","0    0.439101
Name: q75, dtype: float64","0    0.755151
Name: std, dtype: float64","0    74.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    39.452055
Name: peak_distance, dtype: float64",exercise 3,incorrect,accelerometer
2024-12-10 17:24:00,"0    0.100903
Name: avg, dtype: float64","0    2.749807
Name: max, dtype: float64","0   -0.165647
Name: med, dtype: float64","0   -0.913398
Name: min, dtype: float64","0   -0.539948
Name: q25, dtype: float64","0    0.526929
Name: q75, dtype: float64","0    0.853403
Name: std, dtype: float64","0    74.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    39.452055
Name: peak_distance, dtype: float64",exercise 3,incorrect,accelerometer
2024-12-10 17:24:02,"0    0.008641
Name: avg, dtype: float64","0    2.145437
Name: max, dtype: float64","0   -0.22655
Name: med, dtype: float64","0   -1.007307
Name: min, dtype: float64","0   -0.574702
Name: q25, dtype: float64","0    0.387367
Name: q75, dtype: float64","0    0.74188
Name: std, dtype: float64","0    74.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    39.452055
Name: peak_distance, dtype: float64",exercise 3,incorrect,accelerometer
